content,likes,platform
ojisan hawker centre ate prawn noddle called round market operates mainly morning till 12noon lots good cheap food try visiting sunday feel vibrancy tampines town designed regional hub that's malls centre near mrt station,0,YouTube Comments
neighbourhood estates upgraded modern shopping malls n foodcourts think changi village small residential area still feel old neighbourhood near changi beach least spend least half day,0,YouTube Comments
omg watermelon mangosteen playground old childhood home area tampines always special heart,0,YouTube Comments
kenu know days u r getting popular among locals maybe arrange get together ur viewers,6,YouTube Comments
area near mrt completely renovated look new want old neighbourhood feel go one place ate food walk past oldest hdb blocks 4 storey blocks maisonettes doublestorey hdb flats showed video running 99year lease soon tell difference old new blocks easily 'ulu' quieter areas suggest going area around tampines west community centre old neighbourhood feel good food wet market early morning that's old neighbourhood feel want experience grandparents shop food wet market area around tampines east cc also another place explore,1,YouTube Comments
hi hi u want visit round market tampines busy time morning timing u get best popular food noon stalls closed go 7am 10am prepared packed,0,YouTube Comments
welcome east way market visited quite famous east round shape lots good food however hawker stores opens early morning early afternoon visited market chinese new year stores closed well come back chinese new year try food since exploring east consider visiting fengshan food centre 85 bedok north street 4 night lots good food night,3,YouTube Comments
every fridaysunday head pasir ris bus interchange right end see many army boys basic military training friday day come training island sunday day return back island training buses pasir bus interchange usually every hour afternoon till night,0,YouTube Comments
stayed tampines 38 years since 6 years old bus interchange trees see along roads planted compared many older neighbourhood tampines quite young fact called tampines new town close proximity changi airport tampines sort small business hub popular choice expats need travel frequently professionals need work airport reasons well developed many malls compared many neighbourhoods east,0,YouTube Comments
hey ghib head jurong east west side go find alot things got 5 malls jcube big box jems westgate imm hospital beside malls try head enjoy day ghib,1,YouTube Comments
many interesting place explore joo chiat katong tiong bahru holland village old estates special charms,0,YouTube Comments
hey ghib try going west side jurong east jurong west lot friends live east said westies alien haha jurong east said orchard west jurong west pioneerboon lay mrt chill area there's also 36km trail linking jurong lake garden lakeside chinese garden coney island punggol interested visit pulau ntu enjoy,0,YouTube Comments
fact u get connected localswas delightful watch,2,YouTube Comments
omg live tampines wished could meet,17,YouTube Comments
w,8,YouTube Comments
mr ken awesome hope gather us chitchat kopi session,4,YouTube Comments
nice see visiting east area,3,YouTube Comments
privacy 🤣,8,YouTube Comments
welcome neighbourhood ghib ojisan 🥰,1,YouTube Comments
1610 that's primary school altho looks waaaaaayy different hw back time,3,YouTube Comments
hello want share experience thoughts idea home ownership always believe first property always property purpose investment serves purpose parthners best buy two appreciate value purposeful property increase bonus served well nonetheless motherinlaws perspective hdb make 2 times profit honest flat would likely mostly paid cpf funds means sells profits return cpf well compounded interest used cpf buy hdb compounded 26 per year would make calculated guess bought flat 160000sgd would roughly 20 25 years ago interest pay back cpf profits returned cpf base many percentage cpf used pay flat much cash profit even liquidate flat going stay buy back flat town stays still going profit technically mother laws flat purpose property place stay short investing hdb flat likely purpose much investment maybe hdb purchase road u consider getting place japan investment property purely speculation investment hope helps make decision,77,YouTube Comments
hey ghib think boils pros cons well thinking wife want future apart finance think important factor would environment planning raise familythere lot things japan racial diversity opinion think eyeopening natural disasters english globalized opportunistic language many opportunities travel around sea australia due close proximity convenience japan cities rural,36,YouTube Comments
hi ghib singaporeans usually filial want live near parents think investment value happy wife happy marriage invest happy marriage,60,YouTube Comments
investment want rent going live want get two properties rent one earn loads money buy 2nd property rent much per month lol,28,YouTube Comments
ghib san older generation singaporeans general misconception housing sure profit purchase mostly profitable used cheap decades economic growth inflation values risen many times housing also used promoted vessel retirement prices thrown open market values even hdb market value property longer growing rate rental yields plunged stayed low even plan buy rent,138,YouTube Comments
ghib san commonalities feel give input born japan lived long time great times always considered gaijin due appearance also singaporean wife ask interest would feel living japan concern could integrate japanese society ethnic chinese whether would accepted wife may concerns better talk realise may harder would japanese american integrate,81,YouTube Comments
hello thanks video hope read comment even might bit long 1 ask mother wife advice definitely tell buy japan wants daughter still live close course 2 also compare price mother paid house past much house costs course past developed houses would cheap country grew much became expensive that's old landlords get really nice money houses bought long time ago,3,YouTube Comments
ghibsan intent live least 5 years recommend buy flat hear worries afraid property may loses value live consider government tight control housing supply furthermore significant portion singaporean's asset locked housing government utmost maintain pricing housing stable might increase value 2 3x long still least 40 50 lease left decrease value value housing decrease value even lease reach 50 mark huge public anger trouble everywhere government simply build less control value flats controlling supply,58,YouTube Comments
599,25,YouTube Comments
recommendation buy house since wife already stable job less troublesome also dont thinking buying flat sure profit thats older times people bought cheap different think also depend budget house cost living quite affordable decide kid school fees quite cheap mostly subsidised gov,7,YouTube Comments
2 areas looking expensive exact reasons central location would better gave budget keep open mind comes location long get place near transport nodes fine unless get bto think crazy profits kueh kueh moneylol,2,YouTube Comments
bro hope didn’t miss fine print bottom marriage certificate say “happy wife happy life”,39,YouTube Comments
hdb flat simply living investment resale flats hidden costs selling price stated singaporeans usually risk adverse adventurous look many youtube channels japanese men foreign wives singaporean living happily japan willing learn adapt appreciate lifestyle culture japan bank's interest rates housing loans japan currently pretty low,2,YouTube Comments
hi ghib think young couple wife really consider getting bto young estate amenities newerbetter maintained course property lot affordable resale flats mature estates you’ve searching areas tokyo equivalent wait may seem bit long mentioned comments keep lookout sale balance flats hdb use wait save renovations importantly wife need consider longterm plans family deciding factor settle i’m also midst finding property empathise home search… best,1,YouTube Comments
many older hdb owners don’t realise sell old flats make 2 3 times profit still need buy another flat stay unless downgrade substantially won’t much profit left,11,YouTube Comments
ghib san aim fast building bto tengah build time approx 3yr application date u get paper work processes done would 2yr flat arrive subsidised selling price grants would available help financially well meanwhile save live laws make content us thank,0,YouTube Comments
try looking area bukit panjang downtown line makes travelling town rather fast top take short lrtbus ride get red line cck stops away green line bukit panjang dtl take stops get circle line there's even bus interchange bukit panjang couple bus around area goes straight orchard two shopping malls three include lot one,1,YouTube Comments
think need work harder going get two houses one another japan xd think we're getting ripped compared back 80s,2,YouTube Comments
would wife wants seriously big decision make together lots factors financial nonfinancial issues may relevant happier live,0,YouTube Comments
bro places browsed expensive areas perhaps consider place away central still many places facilities necessities around except town long near main mrt lines good,5,YouTube Comments
u r highly intelligent person n extremely friendly person s'pore needs foreigners sure many japanese learn s'pore u sure yr fan base grow u shd japan ambassador,1,YouTube Comments
tbh mentioned 5 year wait bto long think time flies really fast youve living 2 years 1 consider bto continuing living laws waiting thats ppl part saving cost else 2 continue living laws hahahah 3 buy leftover bto units price bto without wait cos already done sometimes units doesnt sell 4 buy resale noticed expensive properties worth increase years esp bigger unit depending great condition location near mrt sch nearbyetc side note toa payoh considered tho old estate bustling central location bus interchage thus expensive holland v one places rich live thats ex hahahha really want affordable prices might wanna consider areas central slightly maybe shld interview wife get opinions knowledge heheh,2,YouTube Comments
depends plan live longterm would move japan schools teach english since wife fluent english easier child pick language practice constant exposure young age downside might miss food already started miss bak kut teh economic rice day 3 vacation japan two weeks,0,YouTube Comments
dear ghibsan opened worms talking property hdb lease decay problem issue faced every singaporean easy solution everyone given precious advice want add think future really want place best place live happy future build life important know whether flat house japan best choice wife,1,YouTube Comments
get balance flat new flat direct hdb bto taken u get reasonable price need wait many years think they're open public every quarterly half yearly toa payoh great location resale flats old advisable,2,YouTube Comments
think also expensive looking mature estates toa payoh holland v pretty well connected developed roughly central prices definitely expensive i'm thinking something along lines mum getting two properties possibly renting one something help costs,2,YouTube Comments
stumbled upon vlog greetings ny opinion numbers game overwhelming trying reach stage 3 stage 1 see lot potential achieving mind remove negativity may hinder creativity trying create set time limit really bump subscribers mean best best doors open go get 'em,0,YouTube Comments
also opt sales balance flats open booking flats that's available hdb's website least wait long bto brand new slightly cheaper resale however selection much good luck search nesting home,0,YouTube Comments
hey ghibsan suggest searching estates expensive toa payoh set reasonable budget see get singaporeans rely cpf buy homes case problem obtaining bank loan based youtube income spouse's cpf income,1,YouTube Comments
mind near city centre resale flats areas woodlands choa chu lang sembawang pretty cheap find 4 room flat around 300k might ideal could start always upgradeormove japan opportunity arises,0,YouTube Comments
reservations said getting house said 'cheap' comparing japan's house pricing need bear mind small country jp huge course jp's housing cheaper ultimately want put money,5,YouTube Comments
resale prices crazy almost sellers mark profits may want try balanced flats got mine way bto investment purpose long run friend relocated overseas collecting rental hdb additional income,11,YouTube Comments
okay slight travel prices houses dip start approaching west take example choa chu kang bukit panjang woodlands bukit batok bukit gombak etc average 4room house resale around 360k areas i've mentioned pretty accessible rest well considering upcoming jurong region line downtown line thompson east coast line extremely good bring around,0,YouTube Comments
1015,23,YouTube Comments
1,16,YouTube Comments
hi gibb property spore well known expensive land scare spore however location chosen toa payoh holland known expensive area near city area want cheaper flats either get bto wife singaporean u find somewhere away city punggol jurong,0,YouTube Comments
u hurryapply bto much cheaper u buy another one jp toowhen covid clears go back stay short time talking earthquake encountered hotel room yokohamai felt tremor rushed embarrassed see one feeling alarmedthe hotel staff told go back room assured alright friends another room sleeping logs couldnt woken,0,YouTube Comments
lot others pointed purpose buying house mentioned wife think best nice long talk guys wanna stay short term long term,0,YouTube Comments
ghibsan would suggest deep discussion wife want stay couple especially wife going move japan said youtuber work anywhere world wife get job japan would want stayhome wife japan youtube income support japan plus afford house japan look pros cons living places move forward,16,YouTube Comments
hello ghib wondering considered getting hdb first ever decide move back japanbuy home still rent hdb income way house paid little rental income upfront cost actually ‘lowered’ long run,0,YouTube Comments
90s buying house investment money investment start family settle funny asked mil course encourage buy house flat still see daughter future grandchildren frequently compared flying japan singaporean bought flat wife wife wants one say similar situation ironically wife malaysian,0,YouTube Comments
3080,12,YouTube Comments
house close beach itoshima looks one dream homes i'm sucker food atmosphere fukuoka,0,YouTube Comments
born bred singaporean often easy forget benefits living especially locals zoom flaws thank reminding awesome country blessed able call home loved getting know thought process hope lovely experience building life family well 3,42,YouTube Comments
laughed saw intimate close tofu speaking mom,78,YouTube Comments
japanese living japan totally agree ghib one best country live think,72,YouTube Comments
hahaha “why ah” singaporean accent,39,YouTube Comments
buy hdb firstlater situation condition allowupgrade private propertyhoweverdo take note new condo private landed property also 99years,5,YouTube Comments
buy house japan go holiday japan stay,43,YouTube Comments
singaporeans want live japan japanese people want live lol,12,YouTube Comments
1,18,YouTube Comments
personally feel you’ve made right decisionjapan lot pros cons mentioned video something long term can’t solved cases safeclean it’s geographically right place travel around asia cost saver holidays well definitely one places would relocate,93,YouTube Comments
much easier live wife live japan language barrier would face japan that's big determinant quality life,24,YouTube Comments
see person buy chicken rice tea know someone's caricature country singaporeans never drink 'chicken rice tea',0,YouTube Comments
chicken rice tea omg,25,YouTube Comments
hello ghib san i’m big fan vlog cpf contribution singaporeanpr actually 20 employee 17 employer max cap s6k gross monthly salary monthly salary 6k total cpf contribution 37 6k 2220 cpf account net salary 48k employee pocket,30,YouTube Comments
100,26,YouTube Comments
wise choice ghibsan end partners choice considering factors good location travel looking forward getting flat settling explore small country beyond,23,YouTube Comments
talking work culture though we've reached work life bal western countries also cases people actually work die working hours japan unhealthy corp work culture toxic punishing,13,YouTube Comments
9,17,YouTube Comments
yes luv sunny island there’s place earth,35,YouTube Comments
natural disasters one fun fact one highest occurrences lightning strikes,24,YouTube Comments
ghib,9,YouTube Comments
0 likes 1 dislike cmon man lol,1,YouTube Comments
mum law funny cute,13,YouTube Comments
””,6,YouTube Comments
would choose staying japan anytime,10,YouTube Comments
mum always kitchen typical mum always cooking,13,YouTube Comments
nice become one husband,2,YouTube Comments
can't decide whether vids 10 reasons japanese copout,0,YouTube Comments
think u still thinking japan,2,YouTube Comments
ojisan cute tshirt sale,15,YouTube Comments
1028 taking goof care families lol,15,YouTube Comments
🤲,6,YouTube Comments
personally countries feel great places live knowledgeable done research well except probably details singapore's pension scheme cpf aks 18 rightfully addressed,6,YouTube Comments
minor quake first night japan trip locals awakened slept decent people living japan bad,0,YouTube Comments
jippun lang zao liao wwww,1,YouTube Comments
can't wait see house hunting must fun,5,YouTube Comments
start think consider applying new house hdb enjoy low cost housing since children even u u ask yr law come stay need help child care,17,YouTube Comments
haha bro spicy food fresh durian make stay here🤣 sugar canebandungcheap kopi japan too🤣 find almost type japanese food,6,YouTube Comments
great video mentioned lived us make similar comparison video takes us vs,3,YouTube Comments
trees falling randomly,0,YouTube Comments
short answer question posed video title wife demanded lah die die need lor,16,YouTube Comments
cpf 20 deducted salary 17 added employer,1,YouTube Comments
please video doni doni doooonki lol,1,YouTube Comments
thanks giving real insight living,0,YouTube Comments
ghib ojisan try buying house yishun affordable prices near city area,1,YouTube Comments
hi ghib ojisan good great continue keep enjoy believed viewers including definately continue support,0,YouTube Comments
video covering fb services line,0,YouTube Comments
dengue fever,0,YouTube Comments
got point mentioned previous buy depends want live,0,YouTube Comments
buying resale hdb comes higher renovation cost dont forget budget,0,YouTube Comments
made motherinlaw happy 🤗,0,YouTube Comments
organised nature kinds videos good balance exploring videos,5,YouTube Comments
much use japanese english videos makes really hard listen audioonly,0,YouTube Comments
thanks sharing great detailed information singaporeans typically compare countries depth often take things granted good luck house hunting looking forward mom's curry chicken,2,YouTube Comments
also consider childcare medical costs important family,4,YouTube Comments
1112 life tough hardworking capable rewarded funniest fallacious comment ever,0,YouTube Comments
interesting bro,0,YouTube Comments
sometime destroy everything,0,YouTube Comments
ghib 3 4 room hdb units quite easy sell even decide stay japan future lose much,0,YouTube Comments
making want live lived japan 7 years returned states 2018 since father ill he's okay though receive treatments kidneys also heart surgery around tsunamiearthquake thing 2011 lost power water lived tohoku region 2010 2011 2012 2015 moved tokyo 2015 left 2018 tokyo wore good mental health terribly overworked higher cost living help either amount pay getting living yamagataken easier pay medications rent foodstokyo muchbut ways miss japan since longeven tokyo got used earthquakes got point even notice rocking would help sleep ironic since come area us earthquakes incredibly rare east coast lol,1,YouTube Comments
glad welcome,0,YouTube Comments
singaporean japan wish live points said valid guess i’m gonna stay forever haha,0,YouTube Comments
would stay japan permanently regardless every factor want live perfect,10,YouTube Comments
welcome singaporean,0,YouTube Comments
know sekali means,1,YouTube Comments
wait chicken rice tea fml need find melbourne,0,YouTube Comments
saw motherinlaw using fryer bought 2 day watched toasting peanuts,2,YouTube Comments
get shirt,3,YouTube Comments
1132 0 effective tax rate family 3 one child annual income sgd130000 child tax credit,0,YouTube Comments
hi watch video since started working home due covid enjoy video far earth neutral comments view japan scenery heritage nostalgic however want lived work agree customer service excellent comes price able always look look perfect service really stressful,0,YouTube Comments
looking forward house hunting videos,0,YouTube Comments
course hurry bto reduce cost apartment rather buying resale,9,YouTube Comments
learn japan commentaries,1,YouTube Comments
ghib san english good japanese switching japanese english smoothly looking forward interesting videos,1,YouTube Comments
geee sinkie never heard chicken rice tea u get,0,YouTube Comments
forget consider medical,1,YouTube Comments
youtube,2,YouTube Comments
0,10,YouTube Comments
time answer barusu eyes oh eyes ah,8,YouTube Comments
… …,5,YouTube Comments
interesting stuff ghibli ojisan,1,YouTube Comments
…,1,YouTube Comments
youtube,2,YouTube Comments
english sub please,0,YouTube Comments
1,7,YouTube Comments
u look carefully blocks rotate la joking la hahahahaha,48,YouTube Comments
dude mustdrink juice alexander food village avocado juice lifechanging trust,33,YouTube Comments
friend lives i've house many times even know unique place saw buildings oh cool condo area xd access part roof holds parties space gigantic open seems private sit roof look every apartment private cuz look inside cuz they're near atmosphere super nice though hdb buildings designed let maximum airflow go layout condo windy atmospheric sit roof hear water pool nearby look sky apartments around modern dreamy atmosphere idk explain anyway glad fun exploring tiny country i'm looking forward one videos,61,YouTube Comments
glad took us would never know looks inside,9,YouTube Comments
check reflections keppel bay another unique condo market went famous avocado drink cheers,24,YouTube Comments
place even mystery singaporean lol thanks sharing keep,14,YouTube Comments
long walk condo nearest hawker centre mrt even u need take bus condo's shuttle bus,10,YouTube Comments
want show us condo dont overdo also keep privacy,5,YouTube Comments
thought super good idea link property agent give tour although i'm really surprised show us inside units let property agents bit presentation unit get nice apartment tour get promote unit sale would winwin really wanted see units look inside,10,YouTube Comments
241 that's en bloc,27,YouTube Comments
“it’s small even japanese me” japanese says it’s small it’s definitely small,5,YouTube Comments
🥰,15,YouTube Comments
wah ur chinese improve liao,1,YouTube Comments
bro video keep,3,YouTube Comments
vivien cute,1,YouTube Comments
worker constructs fail manager nvm fix condo,3,YouTube Comments
wow showing us even know inside looks accessible public place,4,YouTube Comments
oh nooo tried least nice food market office eat almost everyday tried laksa first day never ordered ever,3,YouTube Comments
laksa must really good,4,YouTube Comments
oh nou get avocado drink alexander village,0,YouTube Comments
laksa nice many years ago 10yrs heard sold pass recipe new owners couldn’t replicate taste,0,YouTube Comments
since intention revisit area food blog thought recommend feel think bad poh cheu famous snack call ang ku kueh means red tortoise cake skin made glutinous rice flour dyed red color many choice different fillings inside traditional ones peanuts mung bean note skin sticky hold tissue paper else eating tissue paper,7,YouTube Comments
…,2,YouTube Comments
🤣🤣,1,YouTube Comments
alexandra food villageaj delightspoh cheu,8,YouTube Comments
sf,1,YouTube Comments
thanks video i’ve always wondered tell block,2,YouTube Comments
ω,1,YouTube Comments
hey ghib ojisan going back take footage food travel channel try prawn noodles middle row old stall hokkien street famous prawn noodle another prawn noodle shop row nearest road run young hawker ming's prawn noodle strongest umamipacked broth prawns uses plump fresh sweet avocado juice mr avocado others mentioned opens noon peak times weekdays lunch hour crowd usually dies around 115130pm go early around 11 hokkien street prawn noodles usually sells 2pm another nearby place great food abc brickworks food center around 10min across street alexandra food village,6,YouTube Comments
…,1,YouTube Comments
sometime could go west coast road lived,1,YouTube Comments
‼,1,YouTube Comments
senpaii notice,5,YouTube Comments
friend lives,1,YouTube Comments
thats near workplace,0,YouTube Comments
306,1,YouTube Comments
food best,0,YouTube Comments
confectionery alexandra hawker centre behide 958 enjoy cake may try sponge cake traditional buttery flavour cheers,2,YouTube Comments
finally see ghib san going searching good food hopefully u hv done enough research cb know makan,51,YouTube Comments
still careful korea china infections easing lockdowns,28,YouTube Comments
wanna go back normal,21,YouTube Comments
ghibsan excited teleported room,20,YouTube Comments
ghib san ever fan meet want meet haha mother watching video recommended watching since,14,YouTube Comments
aww ghib san im happy ure happy ” ure def one us 🥺🥺 please stay w us long long time,14,YouTube Comments
enthusiasm easy period,12,YouTube Comments
hands best news guys lockdown ending,3,YouTube Comments
happy vibe infectious smiling video want sit yakun toastbox tea,13,YouTube Comments
‼,3,YouTube Comments
still careful korean second wave,1,YouTube Comments
really hope 2 months cb effort won’t go waste get lives back,6,YouTube Comments
yay congratulations well honest best careful stay alert cause second wave infections let's us planet cooperate beat novel corona virus team,5,YouTube Comments
ghib you’re beginning sound local kidding,1,YouTube Comments
ur videos,0,YouTube Comments
treat able see big broad smile really infectious person spreading goodwill good energy short supply days welldone keep good work looking forward discoveries,2,YouTube Comments
…,6,YouTube Comments
‼🤩,6,YouTube Comments
economy get better rest world accounts hk transferring,5,YouTube Comments
hopefully won’t second wave,1,YouTube Comments
personality infectious feel joy,1,YouTube Comments
proud happy japan also stay strong everyone,1,YouTube Comments
…🤤,2,YouTube Comments
ghib can't wait go japan flavourite country destination people work enjoy food politics contrary ghibs likes,2,YouTube Comments
meal different groups friends catch visit relatives enjoy simple things life,1,YouTube Comments
good hanging still smiling send small contribution,1,YouTube Comments
looks we’re getting daily vlogs,1,YouTube Comments
think already 89 singaporean already complaining hot is🤣,2,YouTube Comments
happy new life come soon🥺,7,YouTube Comments
prata serangoon gardens rk eating house make new friends watching epl back june 17 whohooo,4,YouTube Comments
yakun time get,4,YouTube Comments
i'm sorry video turned violent wanted try something new please leave enjoyed thank watching videos …,563,YouTube Comments
singaporean feel offended things hate especially part people rushes train really pisses ones find guilty older people especially i'm queuing beside door ready get fellow behind rushes past without queuing goes wow really annoys hell also occasionally get mad terrible cashiers service staff totally acting owe something,734,YouTube Comments
i'm singaporean trust say singaporeans complain foreigners 🤘,610,YouTube Comments
censored bird's identity,673,YouTube Comments
laughed hard call bird “that bird” it’s national bird representing country,235,YouTube Comments
video even offensive it’s hilarious hahahaha,320,YouTube Comments
realized censored bird's eyes sort criminal,277,YouTube Comments
japanese man smashes bottles ranting local annoyances kind singaporerelated content need lmao,200,YouTube Comments
lol bird asian koel cuckoo bird parasitises many crows that's ubiquitous think singaporeans share sentiment mating call one annoying things hear morning,274,YouTube Comments
hi ghib local feel offended ur negative views country agree 80 btw u r gentle items u really need bash pieces scream top ur lungs cheers,125,YouTube Comments
us singaporeans relate points,164,YouTube Comments
hit nails one singaporean things hate country sometimes wish people could respectful friendly please thank would alway wait ppl alight train n bus even alight front entrance press lift door open door people get time get thank even nob irritates ppl start rushing train could get n pushes bk train part customer service haha,167,YouTube Comments
amusing see smash things vent frustrations frustrations shared many singaporeans xd,107,YouTube Comments
yes morning bird known koel bird really irritating especially difficulties falling sleep,132,YouTube Comments
one ghib ojisan imitates bird sounds every singaporean bro know right,31,YouTube Comments
customer service part true hell,116,YouTube Comments
laugh arse mentioned bird woke morning keep days sometime weeks freaking tree outside window,83,YouTube Comments
everything hate hate singaporean offended hawker centers toilet place visit desperate avoid lol great take foreigner singaporean's bad habits keep,74,YouTube Comments
ah ha finally got irritated bird,72,YouTube Comments
try visit toilet hawker centre coffee shop disgusting,59,YouTube Comments
singaporean i'm offended disappointed lack destruction place meant destruction pulling punches ghib nice com'on printer deserved probably priced ink cartridges next time wanna see go raging fire hulk place,90,YouTube Comments
ww,43,YouTube Comments
interesting twist normal ghib ojisan video,64,YouTube Comments
017 058 145 233,27,YouTube Comments
lol intro stupid bird censor eye bird hide identity hahaha rushing train typical auntie uncle kiasu wants seat,35,YouTube Comments
u smashed corona bat,43,YouTube Comments
custoner service part gotta say partly self entitled customer worked service industry mostly tried give good service people shit dont really care long get work done bare minimum,33,YouTube Comments
died u made bird sound accurate,24,YouTube Comments
ww,17,YouTube Comments
i’m singaporean though add 5am bird fact younger bird would natural alarm clock school starts 730 would need get around 530am prepare school bird’s call timely sense nowadays birds don’t call loudly small “forest” used around home cut make way blocks flats longer hear birds often makes happy reminds childhood,12,YouTube Comments
hi ghib singaporean agree points shared regards points 'not waiting others alight boarding trains' well 'dirty hawker toilets' believe there's actually pretty interesting rationale behind,13,YouTube Comments
really relatable don’t worry bird made laugh 🤣 wakes,5,YouTube Comments
ghib find lizard cute awwww ghib hate lol,24,YouTube Comments
escalator issue mrt refurbishment term better near future personally hate people stand near liftelevator button help press open button help allow people elderly enter lift pace today help press since person decided help stand button area want help 🤷‍,45,YouTube Comments
polite video even complaining 🤣🤣🤣 singaporeans follow lead bro,20,YouTube Comments
pm25w w,9,YouTube Comments
20 seconds im already laughing ass woooooo wooooo feel bruh,16,YouTube Comments
ww,13,YouTube Comments
tought japan expensive japanese says otherwise,4,YouTube Comments
mother law young,18,YouTube Comments
many people say relationship law good ghib san’s blessed,96,YouTube Comments
think secretly happy gets try new things everyday bec job son bring shopping eating even chit chat rest family work,149,YouTube Comments
lucky mom law treated son,118,YouTube Comments
wife went work mother law go together hard find local society know good lei plus mom typical ah lian auntie cute already funny,20,YouTube Comments
thats sweet think many soninlaws go clothes shopping motherinlaws,35,YouTube Comments
take care bro go outside,56,YouTube Comments
glib popular know friend japan share u tube channel facebook,36,YouTube Comments
i'm giving u special praise award best son law lol usual funniest mil stole limelight lol,22,YouTube Comments
aim strong woman mum future,4,YouTube Comments
know ghib say singaporean say “dollie” “dollar” mil la ghib lucky man inlaws,7,YouTube Comments
married wow go try food,3,YouTube Comments
youngster us picking clothes mum,1,YouTube Comments
vitamins z lol,13,YouTube Comments
died chair slouching part,15,YouTube Comments
ghib show dont show mil got 100,5,YouTube Comments
motherinlaw sounds really cute energetic time,2,YouTube Comments
paya lebar toa payoh meaning different languages,30,YouTube Comments
warm video sharing day mom giving free advice us watching #flushitdownthetoilet positivity haha,19,YouTube Comments
i'm fan keisuke line ups want try,2,YouTube Comments
real question law breaking,62,YouTube Comments
need tee reads huat ah jippun lang lai liao jippun lang zao liao buy,10,YouTube Comments
youtuber,14,YouTube Comments
mrt,5,YouTube Comments
idea video call fans qna video maybe get opinions burning questions,31,YouTube Comments
right eating drinking done home unless part essential workforce allowed walk eat outside supposed go essential things buying food get haircut exercise etc tedious exercise jogging choose wear mask form exercise walking including jogging supposed wear mask,38,YouTube Comments
maybe try challenge weeks month exercise story telling nice,5,YouTube Comments
guitar tutorial singapore's national anthem dedicate song singaporeans,23,YouTube Comments
brisk walking jogging mask required must within neighbourhood must put,25,YouTube Comments
heard people got collapsed lung jogging mask ran without mask maintain distance wear face shield instead take care,26,YouTube Comments
style vlogging unique makes viewers come back channel particular skits funny innovative regular vlogs nice well,16,YouTube Comments
don’t jog run mask cause lungs collapse,12,YouTube Comments
agreed totally stay positive happy long alone exercising outdoors near mask put stroll along parks good role model,3,YouTube Comments
ww,8,YouTube Comments
rule taught army anything don’t get caught,13,YouTube Comments
omg turtles cute,7,YouTube Comments
besides covid19 also need careful contracting dengue fever take care safe,17,YouTube Comments
actually looking forward another video reading japan’s news us something want,7,YouTube Comments
think play safe carry one around regardless whether exercising regards eatingdrinking mask right,17,YouTube Comments
finished jogging panting hard right walking breaking law wearing mask someone think died wearing mask panting hard think dangerous put mask right give sometime catch breath first find breathing calm put mask take care 3,22,YouTube Comments
sincere genuine,5,YouTube Comments
400🤭,1,YouTube Comments
wild suggestions interviews japanese living including nonexpat japonisme find,0,YouTube Comments
whisper end tickled ear v,8,YouTube Comments
transition mushrooms ground showering though xd,3,YouTube Comments
technically exercise essential service,7,YouTube Comments
must keep running avoid running trouble wear mask,1,YouTube Comments
though video rather random good see nature look forward see merchandise,3,YouTube Comments
straight jail,1,YouTube Comments
hey ghib wah lau eh actually negative thing example wah lau eh means person causing trouble putting difficult position way saying wah lau eh looking frogs cooking process misunderstood giving negative remarksound whatever observing,36,YouTube Comments
jumped frog attempts jump baghahaha,44,YouTube Comments
auntie 18 ghib ah yes yes japan,18,YouTube Comments
ghib says wow taste upon trying porridge tell compliment haha,25,YouTube Comments
haha ghib using 'walao' excessively wrong context kudos efforts pick singlish mandarin might want say 'wah' 'wahhhhh' exagerrated express amazement surprise,58,YouTube Comments
that's called field chicken chinese,0,YouTube Comments
ghib wanted point usage wa lau usually bias towards negative situation wa lau eh guy owe money pay back,45,YouTube Comments
426 saying serving food collect money hope frog porridge one favourite dish try mixing kungpao dark sauce porridge next time,17,YouTube Comments
ghib really channel keep good work way since married singaporean close family i'd really appreciate make video live cheaply even cheapest detail perspective local citizen nothing better advice locals aspiring expat can't depend fully expat forums mainly people west since lifestyle different,8,YouTube Comments
frog literally means field chicken maybe somewhere origins edible frogs captured rice fields china past,16,YouTube Comments
ur chinese definitely improving necessity mother improvement,8,YouTube Comments
ghib unique foods try turtle soup recommend ser seng herbs turtle restaurant,1,YouTube Comments
wooo another video,1,YouTube Comments
finally someone agrees frogs taste chicken lmao fish chicken time,1,YouTube Comments
first always turn ur content keep,1,YouTube Comments
yes dish tastes nice little weird time,0,YouTube Comments
made feel going store eat frog porridge right delicious number 1,1,YouTube Comments
wow looks delicious even though i’d bit scared try maybe next time thanks video,0,YouTube Comments
famous island pulau tekong boys lose hair become men,460,YouTube Comments
white sands land sadness every sunday night 11b,233,YouTube Comments
singaporeans actually pretty shy japan culturewise smile greet one another already know strike conversations strangers probably considered weird would put people guard happens without basis conversation however friendly tourists people overseas especially tell appreciate culture that's probably get lot us locals comes small country big world stage we're really flattered recognisedappreciated,291,YouTube Comments
place filled plastic bottles selfmade wooden croquet field elderly play game,100,YouTube Comments
singaporeans know underneath indifferent outward behaviour actually quite friendly,63,YouTube Comments
lol look delicious,82,YouTube Comments
ghib getting good clickbait titles lol,57,YouTube Comments
hi stay pasir ris glass bottles saw park meant create pathway people playing woodball sometimes see elderly folks play weekends apparently woodball association club heading next may ask,65,YouTube Comments
think missed downtown east pasir ris visit one day,42,YouTube Comments
usually old ppl conversations,13,YouTube Comments
see avoiding using fingers touching surfaces nice,30,YouTube Comments
offer free drinks getting popular,34,YouTube Comments
great see u receiving much also visit jurong shld interesting since singaporeans always tease west side really far,28,YouTube Comments
