response_to,user,timestamp,comment,likes,replies_attracted,channel
I QUIT MY JOB AT A SINGAPORE COMPANY,spadypompeepee,1 year ago,why did you quit your job?,5,View 5 replies,GO
I QUIT MY JOB AT A SINGAPORE COMPANY,Tommy,1 year ago,"海外歴10年以上になりますが、全然アリだと思います。
応援してます！",10,,GO
I QUIT MY JOB AT A SINGAPORE COMPANY,Yuuki 140205,1 year ago,"会社やめた直後の笑顔が素晴らしかったですw癒やされましたw
これからのジブおじがさらに楽しみになりました！また旅をするのか、日本に来るのか、シンガポールにとどまるのか、ジブおじらしい自由な生活を動画にして僕たちに届けてくださいね！これからも応援してます！",7,View 5 replies,GO
I QUIT MY JOB AT A SINGAPORE COMPANY,yamazaki yamada,1 year ago,素朴な疑問なんですが、半年間1社に勤めるだけで満足できるほど理解できるんですか？,20,,GO
I QUIT MY JOB AT A SINGAPORE COMPANY,Emi Jones,1 year ago,お疲れ様です！これからも応援しています(^^)仕事に命かけてるのは日本人だけって同感です。私も海外で働いてるのですが、日系企業なので有り得ないオーバータイムやってますが、何の為にって思っちゃいます。,11,REGISTER,GO
I've Found Adult's Paradise | Tanglin,,1 month ago,Omg yamete!,0,View reply,GO
I've Found Adult's Paradise | Tanglin,yang,1 month ago,"that ""walau eh"" caught me off guard hahaha",78,,GO
I've Found Adult's Paradise | Tanglin,blazinbeat,1 month ago,"Looks really good.
Introduce more Japanese shops that Singaporeans seldom go to.",37,View reply,GO
I've Found Adult's Paradise | Tanglin,Ben Lo,1 month ago,Those cup sake looks good. Browsing their online shopping site now.,34,,GO
I've Found Adult's Paradise | Tanglin,Eric Ong,1 month ago,I like warm Sake. Its an eye opener once you tried it.,8,View 2 replies,GO
I've Found Adult's Paradise | Tanglin,Un Prophete,1 month ago,go slow buddy.....u will run out of places before u know it! hahahha,22,,GO
I've Found Adult's Paradise | Tanglin,chris lau,1 month ago,"Ghib Ojisan  wow  to day you look
so happy😀",5,View reply from Ghib Ojisan,GO
I've Found Adult's Paradise | Tanglin,some one,1 month ago,Oo dats cool,2,,GO
I've Found Adult's Paradise | Tanglin,Harold Lo,1 month ago,Don’t think I’ve ever seen Ghib so happy! 😂,12,View 4 replies,GO
I've Found Adult's Paradise | Tanglin,kazpi1,1 month ago,"見ててすごく懐かしくクオリティの高い商品のセレクトに感激しました。
そのまま日本にあっても流行るお店の構成ですよね♡
なんだかホッとしている自分がいてそのようなお店に足を運びたいです！！！",5,,GO
I've Found Adult's Paradise | Tanglin,Grace Tan,1 month ago,Ghib san in food heaven🤭,11,View reply,GO
I've Found Adult's Paradise | Tanglin,nouveaux,1 month ago,That sake bottle with the crane... I'm gonna buy it.,8,,GO
I've Found Adult's Paradise | Tanglin,Grace Belieber,1 month ago,I died at the thunder tea rice part HAHAHAHA that’s so cute!! 🤣 Love how culturally diverse you are :),10,View 2 replies from Ghib Ojisan and others,GO
I've Found Adult's Paradise | Tanglin,さや,1 month ago,In that case why not head to Tanglin Halt next? Totally different vibe from this Tanglin. ✌🏻,24,,GO
I've Found Adult's Paradise | Tanglin,のりっくNoric2020,1 month ago,今度シンガポールに行くことになったら、神亀を買いに行きたいです。,3,View reply,GO
I've Found Adult's Paradise | Tanglin,Clarence Lucifer,1 month ago,Hello bro just saw u at MBS with your dessert hahaha. Glad to see u there 😂,3,,GO
I've Found Adult's Paradise | Tanglin,安藤千尋,1 month ago,素敵なお店ですね！,4,View reply from Ghib Ojisan,GO
I've Found Adult's Paradise | Tanglin,sktokyo,1 month ago,That is some fancy natto right there! Everything looks real good!,12,,GO
I've Found Adult's Paradise | Tanglin,cara chan,1 month ago,素敵なお店、ご紹介ありがとう。,2,View reply,GO
I've Found Adult's Paradise | Tanglin,Junko・Daffy’s Family,1 month ago,"こんなにも本格的に揃えていることに驚き。
日本の食べ物が気に入ったら、いつか、シンガポールの方に、また気軽に日本に遊びに来てもらえる日が来ますように。",9,,GO
I've Found Adult's Paradise | Tanglin,Chantal Monique,1 month ago,"Next video: don don donki, another paradise for some interesting Japanese products! Haha!",5,View reply,GO
I've Found Adult's Paradise | Tanglin,Syarifah Najwa,1 month ago,Wow👏👏👏.. amazing video Ghib San..,1,,GO
I've Found Adult's Paradise | Tanglin,miyuki maki,1 month ago,初めてアップロードされてすぐ見れましたー🥰,5,View reply,GO
I've Found Adult's Paradise | Tanglin,Irony Pea,1 month ago,Felt anxious when you held the centuries old cup in one hand.,5,,GO
I've Found Adult's Paradise | Tanglin,Maxhardy,1 month ago,Gari-garikun looks good..does it contain any alcohol?,2,View reply,GO
I've Found Adult's Paradise | Tanglin,Ko23 ※元飛行機と電車,1 month ago,アイスだー！今度行ってみよーう！,5,,GO
I've Found Adult's Paradise | Tanglin,Daniel,1 month ago,The oldest antique (fukagawa I think) moved me so much I was touching my screen! 🤣,0,View reply,GO
I've Found Adult's Paradise | Tanglin,omo aly,1 month ago,"バルスジブおじ様😊
大阪人が大人のお店っていったら、変なもの想像するじゃない😅
釣られた〜ｗｗ
冗談ですよ😁😁",2,,GO
I've Found Adult's Paradise | Tanglin,Channel L,1 month ago,"To the staff working at Kurara: 
How did you guys get so fluent in Japanese?",14,View 2 replies,GO
I've Found Adult's Paradise | Tanglin,Clicise,1 month ago,Damn that dagashi inside the shop is a first for me. I didnt know dagashis existed in sg until now,1,,GO
I've Found Adult's Paradise | Tanglin,John T,1 month ago,They got really lovely glasses.... love using my Whisky glass bought from Yamazaki Distillery between Kyoto/Osaka,0,View reply,GO
I've Found Adult's Paradise | Tanglin,Xi Jinping,1 month ago (edited),"i almost thot u showing us adult's sex toy shop becoz u said adult paradise.....anyway, small sake looks good n more affordable just for a try.....",10,,GO
I've Found Adult's Paradise | Tanglin,瑚 グリン,1 month ago,めっちゃいい商品ばっかり置いてあるな！！！！こんなお店がまさかシンガポールにあるとは！！！,1,REGISTER,GO
We Got A Gift From The Government,Moonbeam,2 months ago,You've gained one of the most Singaporean Moms ever lol.,365,View 5 replies,GO
We Got A Gift From The Government,Philson,2 months ago,I've never seen a Japanese man that is so proud to be Singaporean. Hahahahaha,155,,GO
We Got A Gift From The Government,Grace Tan,2 months ago,"There is more in the small pocket, stickers, magnet etc",107,View 17 replies,GO
We Got A Gift From The Government,edrus min,2 months ago,"You are lucky to have such a kind, humble and funny mum in law.",85,,GO
We Got A Gift From The Government,Ben Looi,2 months ago,The most wholesome Japanese video with mosiac ever.,16,View 2 replies from Ghib Ojisan and others,GO
We Got A Gift From The Government,bbtan,2 months ago,This year's pack is the most useful. Reuse the bag for groceries instead of plastic bags.,84,,GO
We Got A Gift From The Government,Ajisen Ramen,2 months ago,"Your MIL is adorable! 
So Singaporean 🇸🇬",46,View reply,GO
We Got A Gift From The Government,Amanda Faith,2 months ago,This is actually the first year they’re giving one fun pack to every Singaporean household (if you opt to collect it). It’s usually only given to parade attendees.,5,,GO
We Got A Gift From The Government,Benseun,2 months ago,"Why Ghib mother in law so cute one haha
when she sing the national day songs",34,View reply,GO
We Got A Gift From The Government,Wrestling Themes - TX Music,2 months ago,hi ghib you should try next year ndp go and experience the real ndp with fireworks and performances,74,,GO
We Got A Gift From The Government,Eugene Tay,2 months ago,"Dip the biscuits in Milo, shiok!",37,View reply,GO
We Got A Gift From The Government,Hong M Wong aka Silverblade,2 months ago,Enjoy your video and your mum-in-law's enthusiasm makes this even better.,47,,GO
We Got A Gift From The Government,Aerodian 1,2 months ago,ghib-san and mom in law make a funny duo,31,View reply,GO
We Got A Gift From The Government,Sarah Chan,2 months ago,Your mother-in-law is so cute😊,23,,GO
We Got A Gift From The Government,Shinkyo,2 months ago,Your's don't have stickers and tattoo? It's inside the small pocket.,43,View 3 replies from Ghib Ojisan and others,GO
We Got A Gift From The Government,Nala Nat,2 months ago,I like how you're slowly adopting the Singaporean accent. Haha.,9,,GO
We Got A Gift From The Government,J.Y Tan,2 months ago,Your mom has the best reaction ever! Haha very patrotic singaporean ♡,11,View reply,GO
We Got A Gift From The Government,KelvinCrLin,2 months ago,haahaaa the auntie is so funny and friendly~,24,,GO
We Got A Gift From The Government,Oceans of Dreamers,2 months ago,Ghib San! Now I like your mum in law more than you! LOL!,5,View reply,GO
We Got A Gift From The Government,albert lee,2 months ago,Your MIL very energetic 😂😂😂,17,,GO
We Got A Gift From The Government,I wannabuyplants,2 months ago,Always enjoy your videos with your mum in law in it! She's really cute haha,23,View reply from Ghib Ojisan,GO
We Got A Gift From The Government,T T,2 months ago,Your mother in law has such high spirit! :),17,,GO
We Got A Gift From The Government,Allo,2 months ago,"You forgot the stuff in the pocket. Magnet, temporary tattoo, etc.",28,View reply,GO
We Got A Gift From The Government,Laurene Jimenez,2 months ago,Omg I love auntie so much!!!!!!!!!,21,,GO
We Got A Gift From The Government,Canicemun Loh,2 months ago,Your mother-in-law is the raising star of this channel,18,View 2 replies,GO
We Got A Gift From The Government,JanGNT,2 months ago,"It's majulah nor majurah haha. Your MIL is super patriotic! The first ""song"" she sang was the pledge which is usually recited but is part of the lyrics of the song ""We Are Singapore"" that's why it can be sang too.",20,,GO
We Got A Gift From The Government,James 87,2 months ago,Damn your mom is so Singaporean... and so are you!! Hope you enjoy your ndp fun pack👍🏻,10,View reply,GO
We Got A Gift From The Government,hello im asuna,2 months ago,"if next year u are interested to attend the NDP (if there will be), you will need to ask ur 'mum' or ur wife to ballot for the tickets as it is only available for singaporeans. I'm not sure how it works but i do know that there will be 2 types of the show, the actual day itself and the rehearsal show. for the rehearsal show, everything will be the same but u wont be able to see important people like the president and some other people.there will be multiple of these rehearsal shows because every P5s will go to the NDP rehearsal. (idk abt how will they do it for the P5s this year, i feel bad for them) also, its not normal that every household could get 1 funpack each as you only could get it if u were to attend the rehearsal/actual show. regarding about the coupon thing that ur 'mum' mentioned, it can be found online on a website cuz its an e-booklet this year.",29,,GO
We Got A Gift From The Government,Amirul Shah,2 months ago,OMG THIS CRACKS ME UP! HAHAHAHHAHAAAH Omg the mom wins!,13,View reply,GO
We Got A Gift From The Government,Ki,2 months ago,自分の国を堂々と愛せるのが羨ましいです。,26,,GO
We Got A Gift From The Government,RATS. CA,2 months ago,"The hand sanitizer is not new, been around for a few years if I don't remember wrongly.",24,View reply,GO
We Got A Gift From The Government,Kim Fong,2 months ago,Chrysanthemum Tea is 菊花茶 「きっかちゃ」.,8,,GO
We Got A Gift From The Government,Pamela Coughlan,2 months ago,"Singapore pledge :- 
""We, the citizens of Singapore, pledge ourselves as one united people regardless of race, language or religion, to build a democratic society based on justice and equality so as to achieve happiness, prosperity and progress for our nation.""",10,View reply from Ghib Ojisan,GO
We Got A Gift From The Government,Darius Lee,2 months ago,Not everyear we get the funpack only you go the parade you get the pack lastime,5,,GO
We Got A Gift From The Government,vedwyr,2 months ago (edited),lol Ghib Ojisan's mother in law is so sporting.  She even said Singapore lang zao liao copying Ghib Ojisan's trademark closing statement,4,View 9 replies,GO
We Got A Gift From The Government,よしおちゃん,2 months ago,毎年政府がこうやって送ってくるって地味に凄い。,18,,GO
We Got A Gift From The Government,mayday1025,2 months ago,The ndp e-coupons can be downloaded from the ndp website to use!,9,View reply,GO
We Got A Gift From The Government,Living with Munk Munk,2 months ago,"fyi the funpacks are not available to citizens every year. its only for those who attend National Day. Its because of the Pandemic this year that is why we dun have an actual National Day 2020, no one is sitting in the stands to celebrate, and so the govt decided to modify the funpacks for every to get this year. Unless you know someone from PA (People's Association) every year we need to ballot for the National Day tickets, and thus the funpacks And its not all locals can get the tickets either.  Oh and the items this year is much lesser as compared to previous years.",12,,GO
We Got A Gift From The Government,Esther Tan,2 months ago,It's so cute to see the interaction between you and your mum. She's such a nice and funny MIL! :),9,View reply from Ghib Ojisan,GO
We Got A Gift From The Government,acpan22,2 months ago,"mom in-law sang majulah Singapore like a pro. a new youtuber star is born. kong guan biscuit - She said it's our old biscuit and i agreed from my heart, and kong guan cha siew bao very nice too.p",27,,GO
We Got A Gift From The Government,jinnycrab,2 months ago,Haha your mother in law is REALLY funny 🤣🤣,4,View reply from Ghib Ojisan,GO
We Got A Gift From The Government,Quek Vincent,2 months ago,"oh, she's such a joyous mother. Is she ur in-law?",15,,GO
We Got A Gift From The Government,こえい,2 months ago,お義母様の着てるバティックいいですね！私も欲しいくらいです。,13,View 2 replies from Ghib Ojisan and others,GO
We Got A Gift From The Government,wumingkkk,2 months ago,"I think any country that is big like Japan will not do the fun pack. Singapore is small and economically strong, therefore we are able to do it.",27,,GO
We Got A Gift From The Government,Tan Toby,2 months ago,"Felt so blessed to have a great Government!👍 On a side note,our National Anthem is Majulah Singapura not Majurah😉",17,View reply,GO
We Got A Gift From The Government,Wilsön the BOOMER Slayer,2 months ago,this is super wholesome for some reason <3,11,,GO
We Got A Gift From The Government,Naomi Wong,2 months ago,"When you said ""Gift From the Gov"" I was thinking they gonna give you a HDB flat",9,View 2 replies,GO
We Got A Gift From The Government,Sid Zee,2 months ago,Can I be friends with your mom? I love patriotic aunties!,7,,GO
We Got A Gift From The Government,a-un,2 months ago,"ジブおじ、お義母様と結婚した方が良かったんじゃ・・

日本で国旗が送られてきたら大ひんしゅくでしょうねー。「何に税金使ってんだ」とか「ナショナリズムを押し付けるな」とか。",5,View 10 replies,GO
We Got A Gift From The Government,p-san,2 months ago,"PRは持ってないからなァァァァァァ
超ほしい",7,,GO
We Got A Gift From The Government,paecpc,2 months ago,"My family collected ours today, there are some SG stickers, mini Singapore flag and a fridge magnet in the side pocket. The design on the bags are done by kids and I love it. Thanks our government for the gift, Majula Singapura! Love 💕",7,View 7 replies,GO
We Got A Gift From The Government,Cath HL,2 months ago,Auntie! 😂 Your pledge and anthem are wrong. 💕,9,,GO
We Got A Gift From The Government,Adamoste,2 months ago,"日本人も愛国心を表現しても、右翼認定されないようになってほしいです。
シンガポールで住みだして、日本を愛する心が増しました。",3,View 2 replies,GO
We Got A Gift From The Government,drum_a_rinrin7,2 months ago,Chrysanthemum tea is nice (but the canned versions may be too sweet)! Made using dried petals of 菊,3,,GO
We Got A Gift From The Government,YE TH,2 months ago,Check the pocket inside the bag. There are some small items in there.,19,View 2 replies,GO
We Got A Gift From The Government,normi shonanto,2 months ago,I was lazy to collect the ndp fun pack but after watching Ghib i faster go to collect mine😅,7,,GO
We Got A Gift From The Government,Yen Ne Hoo,2 months ago,i also just collected my NDP pack today!! The canvas bag can be used as shopping bag.,4,View reply,GO
We Got A Gift From The Government,Annie Ong,2 months ago,"Drink and biscuits are sponsored so are free advertising for the business.
.",16,,GO
We Got A Gift From The Government,My Name,2 months ago,As small a gesture as this is its very thoughtful. Wouldn’t even be a thought here in good ole USA,4,View reply,GO
We Got A Gift From The Government,cara chan,2 months ago,お義母様可愛いなぁ！,3,,GO
We Got A Gift From The Government,Lena Chia,2 months ago,"I just checked 
I went RC to collect... The thermometer  got problem... And I went back  to change  , the RC staff  changed a new one for me",13,View reply,GO
We Got A Gift From The Government,Oliver the Parrotlet & Family,2 months ago,Wow Ghib! You've a wonderfully cute MIL! She is very patriotic as well...hee..need to work on the pledge though.. 😋 . Singapo lan zao liao!!🤣🤣,3,,GO
We Got A Gift From The Government,Roy Tan,2 months ago (edited),"Ghib Ojisan: Chry-san-the-mum tea, not really sure what that is.
Me: Bro, look at your Japan passport. lol",2,View reply,GO
We Got A Gift From The Government,sgcawaii,2 months ago,Lol jibun lang ciao liao sgpl ciao kiao! O mg ikr lol,3,,GO
We Got A Gift From The Government,Takehisa WAGA,2 months ago,"10年以上前に仕事で何度もシンガポールを訪れました。
お義母様のシングリッシュ懐かしくて癒されます❤",21,View reply,GO
We Got A Gift From The Government,Wendelyn Lee,2 months ago,GHIB -  Congrats ~ U’ve got an awesomely game / spontaneous  Mother-in-law . 👍,4,,GO
We Got A Gift From The Government,Desmond,2 months ago,"You know it’s funny because when they announced that they were giving away these NDP fun packs, many people said it was a waste of money and unnecessary. They even went to the extend to create a petition! But it turns out the fun pack comes with many using stuff like masks and thermometer and suddenly many more people are interested! This is why you don’t judge beforehand. Lol",32,View 2 replies,GO
We Got A Gift From The Government,Rei Hwang,2 months ago,I must admit I was one of those saying very wasteful to give all households a funpack. in the past only those who went to the rehearsals or actual day can get. But then after seeing stuff like thermometer and masks I decided to get one since it's actually useful. I love the bag too.,5,,GO
We Got A Gift From The Government,alice sng,2 months ago,Your MIL is so sporting and enthusiastic.  You both get along so well.  God bless you all!,2,View 3 replies,GO
We Got A Gift From The Government,opanlink light,2 months ago,Singapore Lang zao liao. Your mum is very sporting!,12,,GO
We Got A Gift From The Government,H3AD,2 months ago,"Remember the sg50 memes period?

Ya...good times.",1,View 3 replies,GO
We Got A Gift From The Government,ちまる,2 months ago,わーい！,7,,GO
We Got A Gift From The Government,Alice Lim,2 months ago,i really like your mother in law!,2,View reply,GO
We Got A Gift From The Government,Al,2 months ago (edited),consider doing a review on the NDP (past and present) songs! (:,6,,GO
We Got A Gift From The Government,Ming Shen Cheo,2 months ago,love your MIL ghib san. hahahah,9,View reply,GO
We Got A Gift From The Government,inscythe,2 months ago (edited),"6:49 Chrysanthemum is 菊花 in Japanese. It should be the same as the Chinese written on the can.

I think I should get the NDP pack too! Haha",8,,GO
We Got A Gift From The Government,T. Ryan,2 months ago (edited),Your mother in law is so cute and funny when she sing “Majulah Singapura” 😅😂🤣,2,View 10 replies,GO
We Got A Gift From The Government,Dino Teng,2 months ago,Ghib when will you make a video of your own Japanese family?,10,,GO
We Got A Gift From The Government,Sugiya,2 months ago,"シンガポール独立記念日が私も楽しみになってきました！
ところで、最近Broは元気ですか？また動画でBroを拝見したいです。",7,View 10 replies,GO
We Got A Gift From The Government,brand nyu day,2 months ago,シンガポール人は国から洗えるマスクをもう5枚も貰いましたか…。それに比べて我らのアベノマスクは…（苦笑）。,3,,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,J NotinNYCanymore,3 months ago,"You seemed good in front of the camera.  And remember, even your ""nervous"" self is your authentic self.  That is a valuable quality on the internet when so many people seem fake and groomed and uninteresting.",95,View 3 replies,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,TrueThat95,3 months ago,"Holy shit, Sheikh Haikel! Ghib-san, you are really moving up the ladder quick, I'm extremely happy for you!",81,,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,eb,3 months ago,Dont worry. Not everyone is born infront of camera. It takes practice. Most important you can speak your mind and enjoy the process.,45,View 2 replies,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,Average Aufa,3 months ago,Thought it's spelled as Kampong Glam :O but cool experience!,20,,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,orange moon,3 months ago,カメラ慣れしてるかと思ったけどやっぱり緊張するんですね。ジブおじさんどんどん有名になっていってますね。がんばってください！,16,View reply,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,John Wig,3 months ago,When a legend meets another legend 😂,21,,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,Seth Tan,3 months ago,"If you opened with Ji pun lang lai liao, you wouldnt need to retake 4 times. HAHA",6,View reply,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,paecpc,3 months ago,"Sheikh looks like a nice guy, and you certainly did ok, don’t forget you only met them for the first time! Nice to catch a glimpse behind the scene. Thanks",11,,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,Berenice Choong,3 months ago,"Fatboys burgers are great, juicy rich flavours and decently priced. Try them one of these days! :9",5,View 2 replies,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,Average Aufa,3 months ago,"At 5:33 where he says he's going to try some Malay (and halal) food, I want to clarify to those who don't know, Halal is an Arabic word used to describe food that is permissible to consume by Islamic law. Muslims only eat food that is Halal.",8,,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,bustednebs,3 months ago,"This was so random!! The food part was so funny~ ""should I not know"" hahahahahha",2,View 3 replies,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,st xu,3 months ago,Dun be disheartened. It will get better. Good luck.,10,,GO
Meeting Singapore Celeb at Kampong Gelam | Sheikh Haikel,Darwish Anaqi,3 months ago,Thankfully everyone is taking precautions,2,REGISTER,GO
An Extremely Sad Sight | Marina Bay Sands Mall,lianwei lee,3 months ago,The quality of your main camera is still better than the insta360.,61,View 3 replies,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Ben Yusof,3 months ago,y sad dude? i really like this emptiness that is going around the street. i don't really like to be in a crowded area so in a way covid 19 is kind of a blessing in disguise for me.,16,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Unknown person,3 months ago,"Just been to Jewel, it was crowded.",13,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Daniel K,3 months ago,This place is mostly meant for tourists only.,26,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Beads Wave,3 months ago (edited),"I shall visit one of the weekdays. =) Thou I have  'crowd fright' and used to avoid crowds esp weekends, I also hope there will be more tourists. But it won't be that soon I guess. Natural disasters everywhere.. Flooding in certain parts of China and Japan.. I hope my Japanese friend is fine in Japan...",5,View 2 replies,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Troll Boy,3 months ago,"I think I miss flying so much that I read your title as ""An extremely sad FLIGHT"" lol. Nice video!",36,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Desmond,3 months ago,"Hey Ghib! Just a reminder, you can collect the new reusable masks(if you haven’t already)from the vending machines until 12 July (tomorrow) Always see u wear the black one(1st gen), the new one which is the white colour one is quite good and high quality. 👍👍",34,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Philson,3 months ago,No. Please don't change your camera.,4,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Alvin Mah,3 months ago (edited),4:56 that’s Moschino. They don’t sell guitars. Ghib you are really a mountain tortoise. ⛰ 🐢,15,View 5 replies,GO
An Extremely Sad Sight | Marina Bay Sands Mall,ハカル小倉,3 months ago,"ちょうど去年の今日、シンガポール旅行最終日でした。
マリーナベイサンズ前で祝日の花火が上がって、とても綺麗でいい思い出です。
今のマリーナベイサンズ、懐かしいし、すぐにでも行きたいけど、寂しさが溢れてますね。
早く行けるようになるといいなぁ。",7,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,hw985a,3 months ago,The Devialet things are luxury speakers,13,View 3 replies,GO
An Extremely Sad Sight | Marina Bay Sands Mall,The InvisibleGaijin,3 months ago (edited),"That small camera isn't good. Everytime You make a footstep it shakes, and it isn't that clear",4,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Shawol MVPFlamer,3 months ago,"I laughed at the end about the plastic cup cover hahaha! If it's really made of plastic, no point replacing the straws lols",7,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Frederick Wong,3 months ago,There's a lift from hotel tower one where u can go up the the top level to film the view of garden by the bay,1,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,katsuyami,3 months ago,Good for locals. We hardly have time to walk around there with no peopelin sight.,3,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,カズ機長,3 months ago,"小さいカメラは画角が広いのが魅力ですが
パナと比べると音質が格段に落ちますね・・",2,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,farland789,3 months ago,The small camera quality is not as good,12,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Alvin,3 months ago,Try going Orchard at weekend now and its extremely crowded like almost Xmas season crowd,3,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Alan Ng,3 months ago,Your local accent is on point!,1,View 4 replies,GO
An Extremely Sad Sight | Marina Bay Sands Mall,F Sew,3 months ago,"Don't worry about the branded fashion shops, they will survive...",3,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,kelele,3 months ago,Maybe you can try climbing Bukit Timah hill ghib-san,6,View 2 replies,GO
An Extremely Sad Sight | Marina Bay Sands Mall,kageyamareijikun,3 months ago,Ghib san did you watch the election results with your wife? hehhehe,3,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Marcus Lee,3 months ago,"Thank you for promoting Singapore. 
I love Japan too.",2,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Danny How,3 months ago,"Look good with your demo camera. Small, sharp and wide angle.",2,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Ryan,3 months ago,このカメラええんちゃう？画質は落ちるけど広角だし,2,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Just Me,3 months ago (edited),No need to support Valentino. It will survive 😂. Moschino sells guitars??? Lol,9,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Taiki,3 months ago,ここまで閑散としてると楽しくなってくるな,1,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Sue,3 months ago,"こんなに人がいないマリーナベイサンズ…
悲しいですね😞💦
東京も海外からの観光客がいないですよ😞💦",1,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,このみち,3 months ago (edited),"視聴一回目！
ワンコメ
マリーナベイサンズ行きたい‼",1,View 6 replies,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Average Aufa,3 months ago,"Devialet is a high-end wireless speaker, almost SGD$5,000 for one!",0,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,はますけ,3 months ago,早くいきてぇ～,1,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,hyunjingles,3 months ago,first i think this is kind of epic gamers,0,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,seasons cannes,3 months ago,Happy to see you out of the house again 😁,2,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,ipe man,2 months ago,it is so nice when  you're speaking in japanese..hihih..pleasant to the ears.,0,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Darwish Anaqi,3 months ago,Hi,0,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Boon Teck,3 months ago,Ji pun lang enjoy next time go lau san pao for satay and bbq 😁,0,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,flyff2000,3 months ago,heartland malls are so crowded compared to mbs. I might just go MBS because it is so empty now!!!,17,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Pamela Coughlan,3 months ago,"At 6:22 , those are great speakers ..",1,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,J Peter,3 months ago,Wow.. so nice.. I wish I am in singapore now. It usually is very crowded.. oceans of people!!!,1,View reply,GO
An Extremely Sad Sight | Marina Bay Sands Mall,トモタカtwinsママ,3 months ago,"行きたいなぁ…
家族居るんだけど、、行けない😭",0,,GO
An Extremely Sad Sight | Marina Bay Sands Mall,Ko23 ※元飛行機と電車,3 months ago,"On Sunday,here may be crowed!?",0,DOWNLOAD,GO
This is where the rich people in Singapore live... | Orchard Residence,Second Nature,1 year ago,thanks for sharing this. it's great to be able to see how these properties look from the inside. greetings from America!,7,View reply from Ghib Ojisan,GO
This is where the rich people in Singapore live... | Orchard Residence,Kei Tsune,1 year ago,CMのクオリティが何気に高くて笑ったｗ,17,,GO
This is where the rich people in Singapore live... | Orchard Residence,Andrew Wong,9 months ago,Please film more about punggol. One of the newest estate in sg,1,View reply from Ghib Ojisan,GO
This is where the rich people in Singapore live... | Orchard Residence,HCOチャンネル Hazuki,1 year ago,SurpriseCMナイスぅぅ〜〜❣️🤣👍👍👍✨,0,,GO
This is where the rich people in Singapore live... | Orchard Residence,シャーリーCharlotte,1 year ago,こう言う物件みるのってワクワクしますよね！,6,View reply from Ghib Ojisan,GO
This is where the rich people in Singapore live... | Orchard Residence,Dude Trust Me,9 months ago,There is also a Cigar & Wine room located near the swimming pool in Ion residences.,1,,GO
